order_id,customer_id,date_id,order_date,channel,order_amount,tax
20639,2932,20230505,2023-05-05,In-Store,33.17,2.32
20640,1779,20251228,2025-12-28,Online,20.56,1.44
20641,2005,20211111,2021-11-11,Online,18.76,1.31
20642,3669,20210310,2021-03-10,Online,30.0,2.1
20643,843,20251227,2025-12-27,Online,21.18,1.48
20644,1170,20210228,2021-02-28,Online,59.67,4.18
20645,514,20251214,2025-12-14,Online,41.81,2.93
20646,1273,20251009,2025-10-09,In-Store,60.6,4.24
20647,2522,20251227,2025-12-27,In-Store,21.81,1.53
20648,938,20210628,2021-06-28,Online,28.09,1.97
20649,371,20220407,2022-04-07,In-Store,33.25,2.33
20650,4982,20250221,2025-02-21,Online,31.64,2.21
20651,2263,20230709,2023-07-09,In-Store,42.63,2.98
20652,4142,20230709,2023-07-09,In-Store,18.91,1.32
20653,3685,20241101,2024-11-01,In-Store,62.21,4.35
20654,814,20250615,2025-06-15,Online,20.58,1.44
20655,2559,20240528,2024-05-28,In-Store,12.52,0.88
20656,2828,20220213,2022-02-13,Online,20.41,1.43
20657,774,20220626,2022-06-26,Online,33.93,2.38
20658,556,20220815,2022-08-15,In-Store,31.5,2.2
20659,1301,20240923,2024-09-23,Online,35.71,2.5
20660,1293,20250705,2025-07-05,Online,54.15,3.79
20661,1381,20210716,2021-07-16,In-Store,56.65,3.97
20662,1247,20231221,2023-12-21,In-Store,25.26,1.77
20663,2721,20240626,2024-06-26,In-Store,24.49,1.71
20664,1468,20221010,2022-10-10,Online,13.73,0.96
20665,3842,20210904,2021-09-04,Online,33.67,2.36
20666,265,20240113,2024-01-13,Online,23.77,1.66
20667,3098,20210912,2021-09-12,Online,8.45,0.59
20668,3847,20251122,2025-11-22,Online,34.82,2.44
20669,2176,20240309,2024-03-09,Online,64.02,4.48
20670,1588,20250419,2025-04-19,Online,44.27,3.1
20671,1515,20251222,2025-12-22,Online,16.17,1.13
20672,1631,20231224,2023-12-24,In-Store,76.54,5.36
20673,582,20240516,2024-05-16,In-Store,19.7,1.38
20674,2897,20230423,2023-04-23,Online,19.6,1.37
20675,3111,20250720,2025-07-20,In-Store,20.35,1.42
20676,1942,20231102,2023-11-02,Online,37.63,2.63
20677,4776,20231022,2023-10-22,In-Store,9.91,0.69
20678,4555,20231014,2023-10-14,In-Store,23.01,1.61
20679,1485,20210911,2021-09-11,In-Store,8.74,0.61
20680,3657,20230810,2023-08-10,Online,13.77,0.96
20681,578,20231206,2023-12-06,In-Store,14.83,1.04
20682,3776,20221109,2022-11-09,In-Store,30.21,2.11
20683,3675,20220507,2022-05-07,Online,13.03,0.91
20684,1771,20251023,2025-10-23,Online,38.88,2.72
20685,1928,20241102,2024-11-02,In-Store,120.27,8.42
20686,2926,20241212,2024-12-12,In-Store,13.99,0.98
20687,1396,20210322,2021-03-22,Online,39.16,2.74
20688,2851,20230925,2023-09-25,Online,59.62,4.17
20689,4424,20211021,2021-10-21,In-Store,27.25,1.91
20690,2212,20240212,2024-02-12,Online,11.73,0.82
20691,1012,20240831,2024-08-31,In-Store,33.05,2.31
20692,2782,20210508,2021-05-08,In-Store,17.9,1.25
20693,3254,20250215,2025-02-15,Online,27.03,1.89
20694,2625,20250704,2025-07-04,In-Store,20.65,1.45
20695,121,20220319,2022-03-19,Online,24.4,1.71
20696,3339,20211206,2021-12-06,In-Store,5.96,0.42
20697,181,20241201,2024-12-01,In-Store,8.04,0.56
20698,2082,20230321,2023-03-21,In-Store,46.9,3.28
20699,2070,20220612,2022-06-12,Online,12.08,0.85
20700,4222,20250406,2025-04-06,Online,33.65,2.36
20701,4302,20240116,2024-01-16,In-Store,18.23,1.28
20702,3862,20221207,2022-12-07,Online,38.44,2.69
20703,4075,20240409,2024-04-09,Online,36.09,2.53
20704,1081,20241109,2024-11-09,In-Store,19.42,1.36
20705,3584,20221124,2022-11-24,In-Store,45.96,3.22
20706,3735,20210609,2021-06-09,In-Store,64.32,4.5
20707,3880,20211121,2021-11-21,Online,31.26,2.19
20708,3959,20221201,2022-12-01,Online,16.64,1.16
20709,802,20220603,2022-06-03,Online,90.51,6.34
20710,1269,20250108,2025-01-08,Online,15.23,1.07
20711,3902,20220403,2022-04-03,Online,36.59,2.56
20712,723,20230520,2023-05-20,In-Store,46.77,3.27
20713,612,20221210,2022-12-10,In-Store,14.66,1.03
20714,4893,20221118,2022-11-18,Online,71.59,5.01
20715,4841,20250526,2025-05-26,Online,23.9,1.67
20716,1677,20220403,2022-04-03,In-Store,63.65,4.46
20717,48,20241110,2024-11-10,Online,10.05,0.7
20718,1983,20230901,2023-09-01,Online,19.84,1.39
20719,131,20210323,2021-03-23,Online,10.74,0.75
20720,707,20250123,2025-01-23,Online,13.6,0.95
20721,1107,20231128,2023-11-28,In-Store,83.29,5.83
20722,4183,20230622,2023-06-22,Online,29.64,2.07
20723,1864,20230321,2023-03-21,In-Store,41.19,2.88
20724,46,20211008,2021-10-08,Online,8.45,0.59
20725,3174,20250628,2025-06-28,In-Store,11.56,0.81
20726,356,20240727,2024-07-27,Online,46.76,3.27
20727,4456,20250420,2025-04-20,Online,67.85,4.75
20728,1209,20251103,2025-11-03,In-Store,25.1,1.76
20729,1168,20210703,2021-07-03,Online,26.86,1.88
20730,1979,20231005,2023-10-05,In-Store,18.96,1.33
20731,537,20250912,2025-09-12,Online,31.41,2.2
20732,119,20250709,2025-07-09,In-Store,22.26,1.56
20733,4572,20210118,2021-01-18,In-Store,25.31,1.77
20734,4308,20240622,2024-06-22,In-Store,39.9,2.79
20735,4583,20211218,2021-12-18,Online,44.8,3.14
20736,3379,20221216,2022-12-16,Online,37.17,2.6
20737,71,20220422,2022-04-22,In-Store,72.73,5.09
20738,4870,20250823,2025-08-23,In-Store,32.43,2.27
20739,3543,20230516,2023-05-16,Online,55.22,3.87
20740,2074,20241011,2024-10-11,Online,59.65,4.18
20741,3658,20211219,2021-12-19,In-Store,23.5,1.65
20742,2825,20231220,2023-12-20,Online,36.93,2.59
20743,3350,20250524,2025-05-24,In-Store,19.36,1.36
20744,4101,20250406,2025-04-06,Online,20.64,1.44
20745,4684,20240215,2024-02-15,Online,21.09,1.48
20746,3971,20210115,2021-01-15,Online,15.89,1.11
20747,4466,20240804,2024-08-04,In-Store,23.15,1.62
20748,2826,20210908,2021-09-08,Online,46.52,3.26
20749,1682,20250524,2025-05-24,In-Store,19.17,1.34
20750,3341,20230322,2023-03-22,Online,13.63,0.95
20751,2772,20210703,2021-07-03,Online,6.87,0.48
20752,284,20230904,2023-09-04,In-Store,51.73,3.62
20753,2868,20240603,2024-06-03,Online,23.59,1.65
20754,2082,20210625,2021-06-25,In-Store,17.02,1.19
20755,1835,20250718,2025-07-18,In-Store,11.85,0.83
20756,3617,20220923,2022-09-23,Online,58.34,4.08
20757,4412,20240319,2024-03-19,Online,10.81,0.76
20758,975,20241213,2024-12-13,Online,27.01,1.89
20759,3959,20241215,2024-12-15,Online,51.44,3.6
20760,835,20240606,2024-06-06,Online,15.03,1.05
20761,2871,20210321,2021-03-21,Online,16.92,1.18
20762,4230,20240712,2024-07-12,Online,20.92,1.46
20763,4520,20251203,2025-12-03,Online,45.76,3.2
20764,1539,20231014,2023-10-14,Online,30.15,2.11
20765,4070,20250526,2025-05-26,In-Store,47.95,3.36
20766,4381,20231020,2023-10-20,In-Store,34.81,2.44
20767,850,20220301,2022-03-01,In-Store,29.56,2.07
20768,1913,20231005,2023-10-05,Online,15.95,1.12
20769,3870,20250524,2025-05-24,Online,47.73,3.34
20770,80,20211010,2021-10-10,Online,97.31,6.81
20771,3121,20250114,2025-01-14,In-Store,25.19,1.76
20772,2072,20230930,2023-09-30,Online,39.09,2.74
20773,2586,20210401,2021-04-01,Online,26.11,1.83
20774,2088,20250517,2025-05-17,In-Store,44.76,3.13
20775,969,20221108,2022-11-08,Online,24.61,1.72
20776,1727,20240322,2024-03-22,In-Store,8.34,0.58
20777,4295,20241006,2024-10-06,In-Store,41.22,2.89
20778,3038,20250615,2025-06-15,Online,33.06,2.31
20779,2375,20240911,2024-09-11,Online,41.33,2.89
20780,3530,20220521,2022-05-21,In-Store,24.14,1.69
20781,907,20220507,2022-05-07,In-Store,41.35,2.89
20782,415,20220205,2022-02-05,In-Store,16.41,1.15
20783,2728,20220809,2022-08-09,Online,52.79,3.7
20784,63,20221005,2022-10-05,Online,28.52,2.0
20785,726,20241219,2024-12-19,Online,11.65,0.82
20786,3585,20230526,2023-05-26,Online,10.85,0.76
20787,4496,20220312,2022-03-12,Online,32.86,2.3
20788,1423,20241019,2024-10-19,Online,34.71,2.43
20789,1902,20241118,2024-11-18,Online,50.8,3.56
20790,3399,20210327,2021-03-27,Online,31.48,2.2
20791,4006,20230915,2023-09-15,Online,46.87,3.28
20792,1288,20240924,2024-09-24,Online,57.94,4.06
20793,4113,20210511,2021-05-11,In-Store,13.78,0.96
20794,4867,20220312,2022-03-12,In-Store,9.8,0.69
20795,436,20231007,2023-10-07,Online,16.08,1.13
20796,1107,20220419,2022-04-19,In-Store,36.42,2.55
20797,3626,20211106,2021-11-06,Online,28.75,2.01
20798,181,20230520,2023-05-20,Online,5.63,0.39
20799,1417,20230705,2023-07-05,In-Store,31.17,2.18
20800,4214,20250118,2025-01-18,Online,37.14,2.6
20801,3403,20250721,2025-07-21,Online,19.37,1.36
20802,3196,20250727,2025-07-27,Online,40.46,2.83
20803,3042,20220903,2022-09-03,In-Store,19.79,1.39
20804,2503,20250123,2025-01-23,In-Store,10.56,0.74
20805,3816,20221218,2022-12-18,In-Store,7.46,0.52
20806,4319,20210413,2021-04-13,Online,14.02,0.98
20807,3963,20220217,2022-02-17,Online,24.99,1.75
20808,2404,20230416,2023-04-16,In-Store,16.52,1.16
20809,3881,20230302,2023-03-02,Online,17.24,1.21
20810,3764,20250417,2025-04-17,In-Store,22.84,1.6
20811,2265,20230128,2023-01-28,Online,40.16,2.81
20812,1664,20240317,2024-03-17,Online,22.22,1.56
20813,2046,20210303,2021-03-03,In-Store,47.72,3.34
20814,2456,20240216,2024-02-16,In-Store,20.71,1.45
20815,722,20221103,2022-11-03,Online,38.53,2.7
20816,1080,20240825,2024-08-25,Online,38.74,2.71
20817,510,20250308,2025-03-08,Online,47.8,3.35
20818,364,20251202,2025-12-02,In-Store,53.68,3.76
20819,2821,20220902,2022-09-02,Online,14.17,0.99
20820,3494,20221105,2022-11-05,Online,14.99,1.05
20821,3049,20240521,2024-05-21,Online,23.56,1.65
20822,3629,20240316,2024-03-16,Online,21.35,1.49
20823,2027,20220710,2022-07-10,Online,28.16,1.97
20824,3981,20230122,2023-01-22,Online,40.78,2.85
20825,3726,20250301,2025-03-01,Online,37.12,2.6
20826,3556,20231102,2023-11-02,Online,9.37,0.66
20827,3813,20241116,2024-11-16,In-Store,16.32,1.14
20828,1139,20240826,2024-08-26,Online,32.54,2.28
20829,2834,20221214,2022-12-14,Online,13.28,0.93
20830,3862,20230816,2023-08-16,Online,54.75,3.83
20831,497,20250604,2025-06-04,Online,43.68,3.06
20832,1218,20210205,2021-02-05,In-Store,38.67,2.71
20833,2445,20220521,2022-05-21,Online,36.7,2.57
20834,2069,20221201,2022-12-01,In-Store,20.6,1.44
20835,4571,20240426,2024-04-26,In-Store,31.09,2.18
20836,3740,20240514,2024-05-14,Online,109.87,7.69
20837,200,20221113,2022-11-13,In-Store,32.01,2.24
20838,2311,20231007,2023-10-07,Online,12.51,0.88
20839,3799,20240810,2024-08-10,In-Store,22.22,1.56
20840,3337,20251117,2025-11-17,In-Store,35.19,2.46
20841,2681,20240301,2024-03-01,Online,28.63,2.0
20842,422,20210109,2021-01-09,Online,35.57,2.49
20843,4576,20250428,2025-04-28,In-Store,19.38,1.36
20844,2073,20250405,2025-04-05,In-Store,22.1,1.55
20845,716,20250620,2025-06-20,In-Store,66.57,4.66
20846,419,20240713,2024-07-13,Online,31.56,2.21
20847,3910,20220208,2022-02-08,Online,17.1,1.2
20848,3047,20210324,2021-03-24,In-Store,61.91,4.33
20849,1244,20250616,2025-06-16,In-Store,34.53,2.42
20850,2663,20250203,2025-02-03,Online,14.68,1.03
20851,4727,20240801,2024-08-01,In-Store,42.89,3.0
20852,2456,20230603,2023-06-03,Online,26.55,1.86
20853,1948,20230919,2023-09-19,Online,23.23,1.63
20854,1535,20210409,2021-04-09,Online,24.77,1.73
20855,899,20221110,2022-11-10,Online,30.91,2.16
20856,4549,20230801,2023-08-01,Online,5.0,0.35
20857,845,20241228,2024-12-28,In-Store,12.3,0.86
20858,274,20250318,2025-03-18,Online,54.7,3.83
20859,704,20230425,2023-04-25,Online,24.57,1.72
20860,899,20250404,2025-04-04,In-Store,32.31,2.26
20861,2124,20210327,2021-03-27,In-Store,22.97,1.61
20862,4545,20240522,2024-05-22,In-Store,26.75,1.87
20863,667,20230210,2023-02-10,In-Store,12.53,0.88
20864,719,20240607,2024-06-07,In-Store,44.64,3.12
20865,2176,20250413,2025-04-13,Online,89.23,6.25
20866,4507,20220319,2022-03-19,In-Store,15.79,1.11
20867,4637,20230207,2023-02-07,Online,20.31,1.42
20868,4749,20250927,2025-09-27,Online,15.95,1.12
20869,629,20210713,2021-07-13,In-Store,8.04,0.56
20870,3529,20251206,2025-12-06,In-Store,72.61,5.08
20871,3228,20250520,2025-05-20,In-Store,23.11,1.62
20872,153,20230428,2023-04-28,In-Store,26.3,1.84
20873,3353,20210116,2021-01-16,Online,15.17,1.06
20874,3487,20211123,2021-11-23,In-Store,22.2,1.55
20875,3277,20250407,2025-04-07,In-Store,39.89,2.79
20876,1071,20240522,2024-05-22,Online,31.46,2.2
20877,1655,20250510,2025-05-10,Online,17.39,1.22
20878,2759,20210508,2021-05-08,Online,44.22,3.1
20879,684,20230314,2023-03-14,In-Store,19.57,1.37
20880,778,20210318,2021-03-18,In-Store,24.36,1.71
20881,3498,20251222,2025-12-22,Online,16.44,1.15
20882,816,20251026,2025-10-26,In-Store,16.79,1.18
20883,89,20210821,2021-08-21,In-Store,10.27,0.72
20884,916,20240725,2024-07-25,In-Store,37.49,2.62
20885,379,20231213,2023-12-13,Online,17.39,1.22
20886,1407,20240402,2024-04-02,Online,23.24,1.63
20887,3789,20221210,2022-12-10,In-Store,13.11,0.92
20888,3917,20240120,2024-01-20,Online,13.88,0.97
20889,359,20240723,2024-07-23,In-Store,29.77,2.08
20890,2838,20250903,2025-09-03,In-Store,23.13,1.62
20891,437,20210425,2021-04-25,In-Store,10.91,0.76
20892,928,20241201,2024-12-01,Online,33.16,2.32
20893,3906,20230127,2023-01-27,Online,53.06,3.71
20894,4865,20240817,2024-08-17,Online,13.86,0.97
20895,1350,20220526,2022-05-26,In-Store,16.06,1.12
20896,3871,20230921,2023-09-21,In-Store,39.75,2.78
20897,1696,20211003,2021-10-03,Online,27.68,1.94
20898,3908,20220602,2022-06-02,In-Store,10.5,0.74
20899,2838,20220320,2022-03-20,Online,38.27,2.68
20900,2720,20250211,2025-02-11,In-Store,21.29,1.49
20901,4026,20230818,2023-08-18,Online,27.22,1.91
20902,3483,20241022,2024-10-22,Online,67.57,4.73
20903,4856,20210703,2021-07-03,Online,47.68,3.34
20904,1800,20241103,2024-11-03,In-Store,16.25,1.14
20905,4772,20230620,2023-06-20,In-Store,22.72,1.59
20906,4120,20220115,2022-01-15,Online,23.4,1.64
20907,2458,20210525,2021-05-25,Online,44.4,3.11
20908,2496,20250605,2025-06-05,In-Store,24.99,1.75
20909,4497,20241020,2024-10-20,In-Store,28.0,1.96
20910,2931,20240220,2024-02-20,Online,17.78,1.24
20911,1681,20240323,2024-03-23,Online,28.98,2.03
20912,203,20210303,2021-03-03,Online,12.82,0.9
20913,1494,20210102,2021-01-02,Online,30.03,2.1
20914,1076,20250725,2025-07-25,Online,19.93,1.4
20915,637,20230225,2023-02-25,In-Store,14.31,1.0
20916,3355,20210208,2021-02-08,In-Store,25.22,1.77
20917,1975,20230616,2023-06-16,In-Store,28.68,2.01
20918,472,20230208,2023-02-08,Online,19.13,1.34
20919,1626,20250826,2025-08-26,Online,25.32,1.77
20920,692,20220906,2022-09-06,Online,13.42,0.94
20921,2983,20250619,2025-06-19,Online,20.35,1.42
20922,2135,20211018,2021-10-18,In-Store,14.82,1.04
20923,4673,20210106,2021-01-06,Online,34.79,2.44
20924,3027,20240123,2024-01-23,Online,34.99,2.45
20925,3808,20210915,2021-09-15,Online,8.32,0.58
20926,1669,20240819,2024-08-19,In-Store,54.77,3.83
20927,3761,20230220,2023-02-20,Online,6.0,0.42
20928,3669,20210703,2021-07-03,Online,16.23,1.14
20929,4961,20250329,2025-03-29,Online,48.58,3.4
20930,3298,20240902,2024-09-02,In-Store,21.89,1.53
20931,4581,20250705,2025-07-05,In-Store,33.73,2.36
20932,4328,20250510,2025-05-10,In-Store,33.99,2.38
20933,4594,20250821,2025-08-21,Online,18.74,1.31
20934,2854,20220422,2022-04-22,In-Store,41.26,2.89
20935,1106,20240210,2024-02-10,Online,30.66,2.15
20936,2921,20210120,2021-01-20,Online,21.84,1.53
20937,4609,20231117,2023-11-17,Online,27.88,1.95
20938,4869,20211127,2021-11-27,In-Store,91.55,6.41
20939,4725,20210222,2021-02-22,Online,24.53,1.72
20940,2194,20211112,2021-11-12,In-Store,44.92,3.14
20941,4003,20210619,2021-06-19,Online,48.63,3.4
20942,2432,20210623,2021-06-23,Online,54.34,3.8
20943,3457,20241114,2024-11-14,In-Store,35.35,2.47
20944,2151,20220610,2022-06-10,In-Store,27.91,1.95
20945,1511,20230401,2023-04-01,Online,30.66,2.15
20946,2199,20240825,2024-08-25,Online,51.97,3.64
20947,1530,20210310,2021-03-10,Online,23.33,1.63
20948,2115,20250120,2025-01-20,In-Store,18.44,1.29
20949,3385,20240713,2024-07-13,Online,44.01,3.08
20950,993,20241101,2024-11-01,In-Store,14.43,1.01
20951,3379,20230115,2023-01-15,Online,22.23,1.56
20952,371,20230524,2023-05-24,In-Store,24.58,1.72
20953,7,20220827,2022-08-27,Online,24.25,1.7
20954,1147,20240427,2024-04-27,In-Store,25.19,1.76
20955,1002,20231230,2023-12-30,Online,41.91,2.93
20956,4150,20250103,2025-01-03,In-Store,63.04,4.41
20957,3767,20240917,2024-09-17,In-Store,16.25,1.14
20958,3322,20240507,2024-05-07,Online,34.98,2.45
20959,3531,20211216,2021-12-16,Online,28.97,2.03
20960,3308,20240321,2024-03-21,In-Store,31.11,2.18
20961,4114,20241123,2024-11-23,In-Store,19.9,1.39
20962,2667,20240408,2024-04-08,In-Store,11.5,0.8
20963,95,20241111,2024-11-11,In-Store,33.22,2.33
20964,4306,20221103,2022-11-03,Online,20.55,1.44
20965,2338,20240806,2024-08-06,Online,40.61,2.84
20966,4641,20221214,2022-12-14,In-Store,43.24,3.03
20967,4453,20221119,2022-11-19,In-Store,12.9,0.9
20968,1990,20251026,2025-10-26,Online,43.31,3.03
20969,4667,20250104,2025-01-04,In-Store,15.41,1.08
20970,293,20231125,2023-11-25,Online,5.5,0.38
20971,3306,20240716,2024-07-16,Online,34.79,2.44
20972,3402,20230128,2023-01-28,In-Store,22.75,1.59
20973,4189,20230507,2023-05-07,In-Store,30.48,2.13
20974,2345,20210521,2021-05-21,In-Store,20.86,1.46
20975,1182,20220910,2022-09-10,Online,11.98,0.84
20976,220,20251110,2025-11-10,In-Store,38.56,2.7
20977,2320,20250111,2025-01-11,Online,16.32,1.14
20978,2253,20231126,2023-11-26,Online,58.46,4.09
20979,1769,20251210,2025-12-10,Online,18.78,1.31
20980,3173,20240917,2024-09-17,In-Store,47.54,3.33
20981,2652,20210318,2021-03-18,In-Store,15.02,1.05
20982,574,20241112,2024-11-12,Online,19.41,1.36
20983,243,20210918,2021-09-18,Online,26.98,1.89
20984,4442,20230410,2023-04-10,In-Store,25.75,1.8
20985,3703,20221024,2022-10-24,In-Store,19.39,1.36
20986,2301,20250905,2025-09-05,In-Store,38.74,2.71
20987,2473,20240927,2024-09-27,Online,29.71,2.08
20988,568,20230622,2023-06-22,Online,38.66,2.71
20989,1303,20230807,2023-08-07,In-Store,33.39,2.34
20990,4106,20240616,2024-06-16,Online,47.14,3.3
20991,626,20231220,2023-12-20,In-Store,58.78,4.11
20992,522,20231003,2023-10-03,Online,38.52,2.7
20993,2782,20240118,2024-01-18,In-Store,11.1,0.78
20994,4191,20240318,2024-03-18,Online,40.85,2.86
20995,1885,20210320,2021-03-20,In-Store,12.35,0.86
20996,3223,20230609,2023-06-09,Online,35.79,2.51
20997,4498,20240315,2024-03-15,Online,14.91,1.04
20998,4446,20221115,2022-11-15,Online,28.13,1.97
20999,2324,20221112,2022-11-12,Online,25.66,1.8
21000,1474,20230517,2023-05-17,Online,47.96,3.36
21001,2854,20240720,2024-07-20,In-Store,35.72,2.5
21002,4620,20240728,2024-07-28,Online,9.31,0.65
21003,3398,20241003,2024-10-03,Online,34.1,2.39
21004,4772,20251220,2025-12-20,In-Store,56.62,3.96
21005,2887,20251224,2025-12-24,In-Store,27.77,1.94
21006,110,20251005,2025-10-05,Online,31.94,2.24
21007,2228,20240923,2024-09-23,Online,29.14,2.04
21008,4504,20251006,2025-10-06,In-Store,19.08,1.34
21009,166,20221119,2022-11-19,In-Store,39.85,2.79
21010,3075,20230221,2023-02-21,In-Store,18.93,1.33
21011,1879,20221003,2022-10-03,Online,26.54,1.86
21012,2012,20210626,2021-06-26,In-Store,7.78,0.54
21013,2826,20211007,2021-10-07,Online,26.95,1.89
21014,2052,20231007,2023-10-07,In-Store,25.92,1.81
21015,4601,20250916,2025-09-16,In-Store,26.46,1.85
21016,1519,20240608,2024-06-08,Online,26.72,1.87
21017,3784,20240120,2024-01-20,Online,23.03,1.61
21018,457,20240915,2024-09-15,In-Store,10.36,0.73
21019,1658,20250725,2025-07-25,Online,34.77,2.43
21020,774,20211207,2021-12-07,Online,28.43,1.99
21021,1085,20250715,2025-07-15,Online,19.44,1.36
21022,2815,20240627,2024-06-27,Online,44.47,3.11
21023,1696,20231026,2023-10-26,Online,42.97,3.01
21024,246,20250612,2025-06-12,Online,12.6,0.88
21025,4307,20211225,2021-12-25,In-Store,32.43,2.27
21026,3373,20230905,2023-09-05,In-Store,40.46,2.83
21027,4772,20240710,2024-07-10,Online,33.7,2.36
21028,3985,20241021,2024-10-21,In-Store,33.16,2.32
21029,2790,20230201,2023-02-01,Online,17.88,1.25
21030,2285,20230727,2023-07-27,Online,39.92,2.79
21031,4727,20231012,2023-10-12,Online,9.51,0.67
21032,2118,20241028,2024-10-28,Online,31.99,2.24
21033,2712,20230906,2023-09-06,Online,13.55,0.95
21034,1662,20230805,2023-08-05,In-Store,30.88,2.16
21035,1398,20220605,2022-06-05,In-Store,11.27,0.79
21036,4219,20251119,2025-11-19,Online,46.04,3.22
21037,1218,20220323,2022-03-23,Online,24.33,1.7
21038,710,20240726,2024-07-26,Online,21.56,1.51
21039,3635,20221008,2022-10-08,In-Store,20.06,1.4
21040,4194,20231207,2023-12-07,In-Store,52.78,3.69
21041,4639,20250723,2025-07-23,In-Store,30.64,2.14
21042,3326,20250211,2025-02-11,In-Store,16.18,1.13
21043,1727,20230716,2023-07-16,In-Store,40.8,2.86
21044,2552,20251020,2025-10-20,In-Store,31.28,2.19
21045,923,20250209,2025-02-09,In-Store,26.6,1.86
21046,1050,20220609,2022-06-09,Online,30.99,2.17
21047,4468,20250120,2025-01-20,Online,31.9,2.23
21048,4233,20231023,2023-10-23,Online,29.31,2.05
21049,1390,20250508,2025-05-08,Online,34.57,2.42
21050,1891,20240615,2024-06-15,Online,48.75,3.41
21051,4793,20230722,2023-07-22,Online,17.01,1.19
21052,1956,20221111,2022-11-11,Online,15.36,1.08
21053,1629,20240128,2024-01-28,In-Store,51.52,3.61
21054,993,20241006,2024-10-06,In-Store,36.31,2.54
21055,2032,20241102,2024-11-02,Online,22.19,1.55
21056,1802,20240314,2024-03-14,Online,47.79,3.35
21057,3669,20240502,2024-05-02,Online,19.0,1.33
21058,1720,20240727,2024-07-27,Online,10.26,0.72
21059,2276,20231101,2023-11-01,In-Store,13.53,0.95
21060,1599,20250609,2025-06-09,In-Store,21.98,1.54
21061,1588,20250522,2025-05-22,In-Store,19.37,1.36
21062,1241,20221217,2022-12-17,Online,40.88,2.86
21063,2484,20210726,2021-07-26,Online,58.55,4.1
21064,2141,20230402,2023-04-02,Online,26.74,1.87
21065,289,20251107,2025-11-07,Online,29.18,2.04
21066,4655,20221021,2022-10-21,Online,17.55,1.23
21067,1730,20230617,2023-06-17,In-Store,28.2,1.97
21068,3775,20210325,2021-03-25,Online,49.95,3.5
21069,4528,20240120,2024-01-20,Online,31.65,2.22
21070,63,20220608,2022-06-08,Online,26.82,1.88
21071,610,20251227,2025-12-27,Online,21.39,1.5
21072,945,20241103,2024-11-03,In-Store,7.36,0.52
21073,4414,20251210,2025-12-10,Online,55.85,3.91
21074,2717,20220510,2022-05-10,Online,21.7,1.52
21075,1552,20240616,2024-06-16,Online,37.01,2.59
21076,219,20250521,2025-05-21,In-Store,6.27,0.44
21077,175,20241116,2024-11-16,In-Store,26.98,1.89
21078,2877,20211023,2021-10-23,Online,27.6,1.93
21079,3519,20210612,2021-06-12,Online,27.06,1.89
21080,1919,20230412,2023-04-12,Online,48.56,3.4
21081,1434,20251011,2025-10-11,Online,32.23,2.26
21082,4015,20250319,2025-03-19,Online,66.64,4.66
21083,4321,20230728,2023-07-28,Online,21.64,1.51
21084,1907,20220326,2022-03-26,In-Store,11.66,0.82
21085,3729,20240211,2024-02-11,Online,27.11,1.9
21086,4339,20220915,2022-09-15,In-Store,38.06,2.66
21087,1892,20250907,2025-09-07,In-Store,10.17,0.71
21088,791,20221205,2022-12-05,In-Store,21.49,1.5
21089,1827,20221109,2022-11-09,Online,17.47,1.22
21090,313,20230416,2023-04-16,In-Store,52.86,3.7
21091,176,20241013,2024-10-13,In-Store,68.08,4.77
21092,4106,20240711,2024-07-11,Online,26.99,1.89
21093,4255,20230418,2023-04-18,In-Store,6.63,0.46
21094,3228,20251207,2025-12-07,Online,26.02,1.82
21095,4273,20240323,2024-03-23,Online,28.16,1.97
21096,4681,20230102,2023-01-02,In-Store,7.27,0.51
21097,3432,20220322,2022-03-22,Online,42.14,2.95
21098,4556,20241024,2024-10-24,Online,69.52,4.87
21099,4598,20231105,2023-11-05,Online,55.13,3.86
21100,1364,20250922,2025-09-22,Online,38.65,2.71
21101,4743,20220322,2022-03-22,In-Store,41.17,2.88
21102,4927,20240330,2024-03-30,In-Store,23.53,1.65
21103,1393,20210506,2021-05-06,In-Store,16.5,1.16
21104,3131,20241123,2024-11-23,In-Store,38.1,2.67
21105,1088,20241201,2024-12-01,Online,47.53,3.33
21106,1967,20240617,2024-06-17,In-Store,13.78,0.96
21107,3115,20221202,2022-12-02,Online,22.74,1.59
21108,184,20220520,2022-05-20,Online,40.48,2.83
21109,3224,20210715,2021-07-15,Online,82.33,5.76
21110,2420,20241012,2024-10-12,Online,13.49,0.94
21111,611,20231128,2023-11-28,In-Store,34.97,2.45
21112,3420,20240121,2024-01-21,Online,13.13,0.92
21113,4711,20241011,2024-10-11,Online,37.01,2.59
21114,11,20220822,2022-08-22,Online,23.18,1.62
21115,2178,20211112,2021-11-12,In-Store,11.68,0.82
21116,624,20230211,2023-02-11,Online,17.82,1.25
21117,1024,20241208,2024-12-08,Online,65.59,4.59
21118,2450,20240817,2024-08-17,Online,30.23,2.12
21119,1450,20250818,2025-08-18,Online,11.34,0.79
21120,3236,20210221,2021-02-21,In-Store,19.89,1.39
21121,1307,20210324,2021-03-24,In-Store,69.87,4.89
21122,3870,20250521,2025-05-21,Online,10.55,0.74
21123,905,20240201,2024-02-01,In-Store,21.44,1.5
21124,4530,20221015,2022-10-15,Online,140.43,9.83
21125,1995,20240902,2024-09-02,Online,12.99,0.91
