imdb_title_id,title,original_title,year,date_published,genre,duration,country,language_1,language_2,language_3,director,writer,actors,actors_1,actors_f2,description,desc35,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,reviews_from_users
tt5354160,Aynabaji,Aynabaji,2016,30/09/2016,"Crime, Mystery, Thriller",147,Bangladesh,Bengali,,,Amitabh Reza Chowdhury,"Syed Gaosul Alam Shaon, Anam Biswas","Chanchal Chowdhury, Masuma Rahman Nabila, Bijori Barkatullah, Partho Barua, Amitabh Reza Chowdhury, Heera Chowdhury, Brindabon Das, Lutfur Rahman George, Shohel Mondol, Shawkat Osman, Sohel Rana, Gousul Alam Shaon, Arifin Shuvo",Chanchal Chowdhury,"Chanchal Chowdhury, Masuma Rahman Nabila",Ayna is an actor and the prison is his stage. He slips into the characters of the powerful convicted in exchange of money and take their place in prison. This strange profession is borne ...,Ayna is an actor and the prison,9.1,19876,BDT 35000000,,,114
tt5360952,Hurricane - Allerta uragano,The Hurricane Heist,2018,27/06/2018,"Action, Adventure, Crime",103,"UK, USA",American Sign Language,English,,Rob Cohen,"Scott Windhauser, Jeff Dixon","Toby Kebbell, Maggie Grace, Ryan Kwanten, Ralph Ineson, Melissa Bolona, Ben Cross, Jamie Andrew Cutler, Christian Contreras, Jimmy Walker, Ed Birch, Moyo Akandé, James Barriscale, Erik Rondell, Mark Basnight, Keith D. Evans",Toby Kebbell,"Toby Kebbell, Maggie Grace",Thieves attempt a massive heist against the U.S. Treasury as a Category 5 hurricane approaches one of its Mint facilities.,Thieves attempt a massive heist,5.1,18373,35000000,6115825,32517248,225
tt5362988,I segreti di Wind River,Wind River,2017,05/04/2018,"Crime, Drama, Mystery",107,"UK, Canada, USA",English,,,Taylor Sheridan,Taylor Sheridan,"Kelsey Asbille, Jeremy Renner, Julia Jones, Teo Briones, Apesanahkwat, Graham Greene, Elizabeth Olsen, Tantoo Cardinal, Eric Lange, Gil Birmingham, Althea Sam, Tokala Black Elk, Martin Sensmeier, Tyler Laracca, Shayne J. Cullen",Kelsey Asbille,"Kelsey Asbille, Jeremy Renner",A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.,A veteran hunter helps an FBI,7.7,195535,11000000,33800859,43980821,617
tt5390504,Detroit,Detroit,2017,23/11/2017,"Crime, Drama, History",143,USA,English,,,Kathryn Bigelow,Mark Boal,"Chris Chalk, Mason Alban, Bennett Deady, Andrea Eversley, Michael Jibrin, Khris Davis, Tokunbo Joshua Olumide, Daniel Washington, Amari Cheatom, Tyler James Williams, Laz Alonso, Benz Veal, Angel Blaise, Lance Law, Jaleel Sanders",Chris Chalk,"Chris Chalk, Mason Alban",Fact-based drama set during the 1967 Detroit riots in which a group of rogue police officers respond to a complaint with retribution rather than justice on their minds.,Fact-based drama set during the,7.3,46350,34000000,16790139,23355100,202
tt5397194,Anon,Anon,2018,04/05/2018,"Crime, Drama, Mystery",100,"Germany, USA, Canada",English,,,Andrew Niccol,Andrew Niccol,"Clive Owen, Afiya Bennett, Morgan Allen, Jeffrey Men, James Tam, Amanda Seyfried, Jonathan Potts, Rachel Roberts, Toyin Ishola, Sebastian Pigott, David Storch, Billy Parrott, Amadou Kebe, Stephanie Christian, Natalie Chaves",Clive Owen,"Clive Owen, Afiya Bennett","In a world without anonymity or crime, a detective meets a woman who threatens their security.",In a world without anonymity or,6.1,35705,20000000,,1197741,244
tt5431890,Official Secrets,Official Secrets,2019,30/08/2019,"Biography, Crime, Drama",112,"UK, USA, Switzerland, China",English,Mandarin,,Gavin Hood,"Gregory Bernstein, Sara Bernstein","Keira Knightley, Matt Smith, Matthew Goode, Rhys Ifans, Adam Bakri, Ralph Fiennes, Conleth Hill, Indira Varma, Jeremy Northam, John Heffernan, Monica Dolan, Tamsin Greig, Niccy Lin, Jack Farthing, Gabrielle Downey",Keira Knightley,"Keira Knightley, Matt Smith",The true story of a British whistleblower who leaked information to the press about an illegal NSA spy operation designed to push the UN Security Council into sanctioning the 2003 invasion of Iraq.,The true story of a British whistleblower,7.3,26602,,1988546,9473603,193
tt5437928,Colette,Colette,2018,06/12/2018,"Biography, Drama, History",111,"UK, USA, France, Hungary, Netherlands",English,,,Wash Westmoreland,"Richard Glatzer, Wash Westmoreland","Keira Knightley, Fiona Shaw, Dominic West, Robert Pugh, Sloan Thompson, Arabella Weir, Máté Haumann, Ray Panthaki, Al Weaver, Virág Bárány, Dickie Beau, Kylie Watt, Janine Harouni, Jake Graf, Joe Geary",Keira Knightley,"Keira Knightley, Fiona Shaw","Colette is pushed by her husband to write novels under his name. Upon their success, she fights to make her talents known, challenging gender norms.",Colette is pushed by her husband,6.7,18280,,5137622,14273033,136
tt5439796,La truffa dei Logan,Logan Lucky,2017,31/05/2018,"Comedy, Crime, Drama",118,"USA, China",English,,,Steven Soderbergh,Jules Asner,"Farrah Mackenzie, Channing Tatum, Jim O'Heir, Riley Keough, Rebecca Koon, Katie Holmes, Boden Johnston, Sutton Johnston, David Denman, Charles Halford, Adam Driver, Seth MacFarlane, Alex Ross, Tom Archdeacon, Eric Perez",Farrah Mackenzie,"Farrah Mackenzie, Channing Tatum",Two brothers attempt to pull off a heist during a NASCAR race in North Carolina.,Two brothers attempt to pull off,7,124465,29000000,27780977,48453605,316
tt5440700,Theri,Theri,2016,14/04/2016,"Action, Drama",157,India,Tamil,Telugu,,Atlee Kumar,"Atlee Kumar, Ramanagirivasan","Joseph Vijay, Samantha Ruth Prabhu, Amy Jackson, Baby Nainika, J. Mahendran, Motta Rajendran, Radhika Sarathkumar, Swaminathan, Prabhu, Boxer Dheena, Azhagam Perumal, Lobo, Stun Shiva, Prinz Nithik, Kaali Venkat",Joseph Vijay,"Joseph Vijay, Samantha Ruth Prabhu","When his daughter's life is endangered by a local gang, Joseph Kuruvilla will do whatever it takes to stop them. However, at the same time, his dangerous past slowly resurfaces.",When his daughter's life is endangered,7.1,12543,INR 1000000000,,678057,58
tt5442430,Life: Non oltrepassare il limite,Life,2017,23/03/2017,"Horror, Sci-Fi, Thriller",104,"UK, USA",English,Japanese,Vietnamese,Daniel Espinosa,"Rhett Reese, Paul Wernick","Hiroyuki Sanada, Ryan Reynolds, Rebecca Ferguson, Jake Gyllenhaal, Olga Dykhovichnaya, Ariyon Bakare, Jesus Del Orden, Allen McLean, Leila Grace, Mari Gvelesiani, David Muir, Elizabeth Vargas, Camiel Warren-Taylor, Haruka Kuroda, Naoko Mori",Hiroyuki Sanada,"Hiroyuki Sanada, Ryan Reynolds",A team of scientists aboard the International Space Station discover a rapidly evolving life form that caused extinction on Mars and now threatens all life on Earth.,A team of scientists aboard the,6.6,202381,58000000,30234022,100541806,1070
tt5442456,Le ultime 24 ore,24 Hours to Live,2017,25/07/2018,"Action, Sci-Fi, Thriller",93,"South Africa, China, USA",English,Chinese,,Brian Smrz,"Ron Mita, Jim McClain","Ethan Hawke, Qing Xu, Paul Anderson, Rutger Hauer, Tyrone Keogh, Nathalie Boltt, Liam Cunningham, Jeremy Yong, Susan Ling Young, Hakeem Kae-Kazim, Claire Berlein, Richard Lothian, Tanya van Graan, Alex Anlos, Brendan Sean Murray",Ethan Hawke,"Ethan Hawke, Qing Xu",An assassin seeks redemption after being given a second chance at life.,An assassin seeks redemption after,5.8,12069,,,5805201,72
tt5460276,Kaabil,Kaabil,2017,25/01/2017,"Action, Drama, Thriller",139,India,Hindi,,,Sanjay Gupta,"Sanjay Masoomm, Vijay Kumar Mishra","Hrithik Roshan, Yami Gautam, Ronit Roy, Rohit Roy, Narendra Jha, Girish Kulkarni, Sahidur Rahaman, Suresh Menon, Asif Ali Baig, Shaji Chaudhary, Helena Fonseca, Palvi Jaswal, Abhishek Madrecha, Akhilendra Mishra, Rockey Raina",Hrithik Roshan,"Hrithik Roshan, Yami Gautam",A blind man seeks revenge against a corrupt politician and his brother after his wife is raped and killed.,A blind man seeks revenge against,7.1,23739,,,5491015,140
tt5461944,Attacco a Mumbai - Una vera storia di coraggio,Hotel Mumbai,2018,30/04/2019,"Action, Drama, History",123,"Australia, USA, UK, India, Singapore",Hindi,English,Russian,Anthony Maras,"John Collee, Anthony Maras","Amandeep Singh, Suhail Nayyar, Manoj Mehra, Dinesh Kumar, Amritpal Singh, Kapil Kumar Netra, Dev Patel, Adithi Kalkunte, Alex Pinder, Vipin Sharma, Nazanin Boniadi, Armie Hammer, Tilda Cobham-Hervey, Anupam Kher, Jason Isaacs",Amandeep Singh,"Amandeep Singh, Suhail Nayyar",The true story of the Taj Hotel terrorist attack in Mumbai. Hotel staff risk their lives to keep everyone safe as people make unthinkable sacrifices to protect themselves and their families.,The true story of the Taj Hotel,7.6,49389,,9651611,21314816,407
tt5462326,Mom and Dad,Mom and Dad,2017,09/03/2018,"Comedy, Horror, Thriller",86,"USA, UK",English,,,Brian Taylor,Brian Taylor,"Nicolas Cage, Selma Blair, Anne Winters, Zackary Arthur, Robert T. Cunningham, Olivia Crocicchia, Lance Henriksen, Marilyn Dodds Frank, Samantha Lemole, Joseph D. Reitman, Rachel Melvin, Bobby Richards, Sharon Gee, Edwin Lee Gibson, Brionne Davis",Nicolas Cage,"Nicolas Cage, Selma Blair",A teenage girl and her younger brother must survive a wild 24 hours during which a mass hysteria of unknown origin causes parents to turn violently on their own kids.,A teenage girl and her younger,5.5,19643,7000000,,165962,234
tt5462602,The Big Sick - Il matrimonio si può evitare... l'amore no,The Big Sick,2017,16/11/2017,"Comedy, Drama, Romance",120,USA,English,Urdu,,Michael Showalter,"Emily V. Gordon, Kumail Nanjiani","Kumail Nanjiani, Zoe Kazan, Holly Hunter, Ray Romano, Anupam Kher, Zenobia Shroff, Adeel Akhtar, Bo Burnham, Aidy Bryant, Kurt Braunohler, Vella Lovell, Myra Lucretia Taylor, Jeremy Shamos, David Alan Grier, Ed Herbstman",Kumail Nanjiani,"Kumail Nanjiani, Zoe Kazan","Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family's expectations, and his true feelings.",Pakistan-born comedian Kumail,7.5,117533,5000000,42873127,56411585,362
tt5463162,Deadpool 2,Deadpool 2,2018,15/05/2018,"Action, Adventure, Comedy",119,USA,English,Cantonese,Spanish,David Leitch,"Rhett Reese, Paul Wernick","Ryan Reynolds, Josh Brolin, Morena Baccarin, Julian Dennison, Zazie Beetz, T.J. Miller, Leslie Uggams, Karan Soni, Brianna Hildebrand, Jack Kesy, Eddie Marsan, Shioli Kutsuna, Stefan Kapicic, Randal Reeder, Nikolai Witschl",Ryan Reynolds,"Ryan Reynolds, Josh Brolin","Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool), brings together a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable.",Foul-mouthed mutant mercenary,7.7,460610,110000000,324591735,785794179,1309
tt5466186,7 giorni a Entebbe,Entebbe,2018,16/03/2018,"Action, Drama, History",107,"UK, USA, France, Malta",English,German,French,José Padilha,Gregory Burke,"Batsheva Dance Company, Zina Zinchenko, Ben Schnetzer, Daniel Brühl, Amir Khoury, Ala Dakka, Rosamund Pike, Paloma Coquant, Trudy Weiss, Danny Scheinmann, Brontis Jodorowsky, Denis Ménochet, Gal Pertsiger, Saffron Scheinmann, Michal Shtamler",Batsheva Dance Company,Batsheva Dance Company,"Inspired by the true events of the 1976 hijacking of an Air France flight en route from Tel Aviv to Paris, and the most daring rescue mission ever attempted.",Inspired by the true events of,5.8,13222,,3326885,8771432,221
tt5478478,Hostiles: Ostili,Hostiles,2017,22/03/2018,"Drama, Western",134,USA,English,Cheyenne,French,Scott Cooper,"Scott Cooper, Donald E. Stewart","Scott Shepherd, Rosamund Pike, Ava Cooper, Stella Cooper, David Midthunder, Gray Wolf Herrera, Christian Bale, Rory Cochrane, Jonathan Majors, John Benjamin Hickey, Stafford Douglas, Stephen Lang, Bill Camp, Wes Studi, Jesse Plemons",Scott Shepherd,"Scott Shepherd, Rosamund Pike","In 1892, a legendary Army Captain reluctantly agrees to escort a Cheyenne chief and his family through dangerous territory.","In 1892, a legendary Army Captain",7.2,67184,39000000,29819114,35669017,439
tt5501104,Border - Creature di confine,Gräns,2018,28/03/2019,"Crime, Drama, Fantasy",110,"Sweden, Denmark",Swedish,English,,Ali Abbasi,"John Ajvide Lindqvist, Ali Abbasi","Eva Melander, Eero Milonoff, Jörgen Thorsson, Ann Petrén, Sten Ljunggren, Kjell Wilhelmsen, Rakel Wärmländer, Andreas Kundler, Matti Boustedt, Tomas Åhnstrand, Josefin Neldén, Henrik Johansson, Ibrahim Faal, Åsa Janson, Donald Högberg",Eva Melander,"Eva Melander, Eero Milonoff",A customs officer who can smell fear develops an unusual attraction to a strange traveler while aiding a police investigation which will call into question her entire existence.,A customs officer who can smell,7,22543,,771930,2177678,114
tt5503686,Le ragazze di Wall Street,Hustlers,2019,07/11/2019,"Comedy, Crime, Drama",110,USA,English,Russian,,Lorene Scafaria,"Lorene Scafaria, Jessica Pressler","Constance Wu, Jennifer Lopez, Julia Stiles, Mette Towley, Wai Ching Ho, Emma Batiz, Vanessa Aspillaga, Jay Oakerson, Trace Lysette, Marcy Richardson, Keke Palmer, Mercedes Ruehl, Lili Reinhart, G-Eazy, Cardi B",Constance Wu,"Constance Wu, Jennifer Lopez","Inspired by the viral New York Magazine article, Hustlers follows a crew of savvy former strip club employees who band together to turn the tables on their Wall Street clients.",Inspired by the viral New York,6.3,76903,20000000,104963598,157563598,700
tt5516328,Ghost Stories,Ghost Stories,2017,19/04/2018,"Drama, Horror",98,UK,English,,,"Jeremy Dyson, Andy Nyman","Jeremy Dyson, Andy Nyman","Andy Nyman, Martin Freeman, Paul Whitehouse, Alex Lawther, Paul Warren, Kobna Holdbrook-Smith, Nicholas Burns, Louise Atkins, Lesley Harcourt, Amy Doyle, Deborah Wastell, Daniel Hill, Christine Dalby, Maggie McCarthy, Joe Osborne",Andy Nyman,"Andy Nyman, Martin Freeman",Skeptical professor Phillip Goodman embarks on a trip to the terrifying after being given a file with details of three unexplained cases of apparitions.,Skeptical professor Phillip Goodman,6.4,29630,,148747,4131358,267
tt5519340,Bright,Bright,2017,22/12/2017,"Action, Fantasy, Thriller",117,USA,English,Spanish,,David Ayer,Max Landis,"Will Smith, Joel Edgerton, Noomi Rapace, Edgar Ramírez, Lucy Fry, Veronica Ngo, Alex Meraz, Happy Anderson, Ike Barinholtz, Dawn Olivieri, Matt Gerald, Margaret Cho, Joseph Piccuirro, Brad William Henke, Jay Hernandez",Will Smith,"Will Smith, Joel Edgerton",A detective must work with an Orc to find a powerful wand before evil creatures do.,A detective must work with an,6.3,164641,90000000,,,968
tt5523010,Lo schiaccianoci e i quattro regni,The Nutcracker and the Four Realms,2018,31/10/2018,"Adventure, Family, Fantasy",99,"USA, Canada",English,French,,"Lasse Hallström, Joe Johnston","Ashleigh Powell, E.T.A. Hoffmann","Mackenzie Foy, Tom Sweet, Meera Syal, Ellie Bamber, Matthew Macfadyen, Nick Mohammed, Charles Streeter, Morgan Freeman, Jayden Fowora-Knight, Prince, Helen Mirren, Omid Djalili, Jack Whitehall, Eugenio Derbez, Richard E. Grant",Mackenzie Foy,"Mackenzie Foy, Tom Sweet",A young girl is transported into a magical world of gingerbread soldiers and an army of mice.,A young girl is transported into,5.5,26839,120000000,54858851,173961069,428
tt5536610,Private Life,Private Life,2018,05/10/2018,"Comedy, Drama",123,USA,English,,,Tamara Jenkins,Tamara Jenkins,"Kathryn Hahn, Paul Giamatti, Gabrielle Reid, Amy Russ, Caroline Martin, Nick Sullivan, Hettienne Park, Denis O'Hare, Molly Shannon, John Carroll Lynch, Emily Robinson, Kayli Carter, Alyssa Cheatham, Leah Griffin, Tracee Chimo Pallero",Kathryn Hahn,"Kathryn Hahn, Paul Giamatti","An author is undergoing multiple fertility therapies to get pregnant, putting her relationship with her husband on edge.",An author is undergoing multiple,7.2,14608,,,,89
tt5536736,The Meyerowitz Stories (New and Selected),The Meyerowitz Stories (New and Selected),2017,13/10/2017,"Comedy, Drama",112,USA,English,,,Noah Baumbach,Noah Baumbach,"Adam Sandler, Grace Van Patten, Dustin Hoffman, Elizabeth Marvel, Emma Thompson, Danny Flaherty, Adam David Thompson, Ronald Peet, Hannah Mitchell, Judd Hirsch, Rebecca Miller, Sigourney Weaver, David Cromer, James Hamilton, Josh Hamilton",Adam Sandler,"Adam Sandler, Grace Van Patten",An estranged family gathers together in New York City for an event celebrating the artistic work of their father.,An estranged family gathers together,6.9,40378,,,,128
tt5539054,You Get Me,You Get Me,2017,23/06/2017,"Crime, Drama, Romance",89,USA,English,,,Brent Bonacorso,Ben Epstein,"Bella Thorne, Halston Sage, Taylor John Smith, Nash Grier, Anna Akana, Rhys Wakefield, Brigid Brannagh, Kathryn Morris, Kimberly Williams-Paisley, Boyd Kestner, Yasmine Al-Bustami, Farrah Mackenzie, Josh Banday, Garcelle Beauvais, Desmond Evan",Bella Thorne,"Bella Thorne, Halston Sage","A one night stand turns into a nightmare for a High School student, when the obsession of a young woman grows dangerous.",A one night stand turns into a,4.6,11119,,,,98
tt5541240,Fino all'osso,To the Bone,2017,14/07/2017,Drama,107,USA,English,,,Marti Noxon,Marti Noxon,"Rebekah Kennedy, Lily Collins, Dana L. Wilson, Ziah Colon, Joanna Sanchez, Liana Liberato, Carrie Preston, Don O. Knowlton, Valerie Palincar, Hana Hayes, Keanu Reeves, Kathryn Prescott, Lindsey McDowell, Alex Sharp, Retta",Rebekah Kennedy,"Rebekah Kennedy, Lily Collins","A young woman, dealing with anorexia, meets an unconventional doctor who challenges her to face her condition and embrace life.","A young woman, dealing with anorexia,",6.8,38621,,,,99
tt5563334,L'inganno perfetto,The Good Liar,2019,05/12/2019,"Crime, Drama, Mystery",109,"UK, Germany, USA",English,German,Russian,Bill Condon,"Nicholas Searle, Jeffrey Hatcher","Helen Mirren, Ian McKellen, Russell Tovey, Jim Carter, Mark Lewis Jones, Laurie Davidson, Phil Dunster, Lucian Msamati, Jóhannes Haukur Jóhannesson, Tunji Kasim, Spike White, Stella Stocker, Daniel Betts, Nell Williams, Celine Buckens",Helen Mirren,"Helen Mirren, Ian McKellen","Consummate con man Roy Courtnay has set his sights on his latest mark: the recently widowed Betty McLeish, worth millions. But this time, what should have been a simple swindle escalates into a cat-and-mouse game with the ultimate stakes.",Consummate con man Roy Courtnay,6.6,20297,10000000,17156058,33856058,268
tt5566790,A Futile and Stupid Gesture,A Futile and Stupid Gesture,2018,26/01/2018,"Biography, Comedy",101,USA,English,,,David Wain,"Michael Colton, John Aboud","Frank Gingerich, Morgan Gingerich, Annette O'Toole, Harry Groener, Martin Mull, David Wain, Domhnall Gleeson, Will Forte, Ben F. Campbell, Jon Klaft, Camille Guaty, Brad Morris, Carla Gallo, Beau Bassewitz, Rick Overton",Frank Gingerich,"Frank Gingerich, Morgan Gingerich","In the 1970s and '80s, National Lampoon's success and influence creates a new media empire overseen in part by the brilliant and troubled","In the 1970s and '80s, National",6.8,12978,30000000,,,53
tt5571734,Pink,Pink,2016,16/09/2016,"Drama, Thriller",136,India,Hindi,,,Aniruddha Roy Chowdhury,"Shoojit Sircar, Aniruddha Roy Chowdhury","Taapsee Pannu, Amitabh Bachchan, Kirti Kulhari, Andrea Tariang, Piyush Mishra, Angad Bedi, Vijay Varma, Raashul Tandon, Tushar Pandey, Dhritiman Chatterjee, Mamata Shankar, Amit Baisoya, S.K. Batra, Prashant Bhagia, Arjun Chakraborty",Taapsee Pannu,"Taapsee Pannu, Amitabh Bachchan","When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names.",When three young women are implicated,8.1,37673,,,180180,206
tt5580036,Tonya,"I, Tonya",2017,29/03/2018,"Biography, Comedy, Drama",119,"UK, USA, Qatar",English,,,Craig Gillespie,Steven Rogers,"Margot Robbie, Sebastian Stan, Allison Janney, Julianne Nicholson, Paul Walter Hauser, Bobby Cannavale, Bojana Novakovic, Caitlin Carver, Maizie Smith, Mckenna Grace, Suehyla El-Attar, Jason Davis, Mea Allen, Cory Chapman, Amy Fox",Margot Robbie,"Margot Robbie, Sebastian Stan",An attorney defends an officer on trial for ordering his troops to fire on civilians after they stormed a U.S. embassy in a Middle Eastern country.,An attorney defends an officer,7.5,173259,11000000,30014539,53939297,473
tt5580266,Il coraggio della verità - The Hate U Give,The Hate U Give,2018,14/03/2019,"Crime, Drama",133,USA,English,,,George Tillman Jr.,"Audrey Wells, Angie Thomas","Amandla Stenberg, Regina Hall, Russell Hornsby, Anthony Mackie, Issa Rae, Common, Algee Smith, Sabrina Carpenter, K.J. Apa, Dominique Fishback, Lamar Johnson, TJ Wright, Megan Lawless, Rhonda Johnson Dents, Tony Vaughn",Amandla Stenberg,"Amandla Stenberg, Regina Hall","Starr witnesses the fatal shooting of her childhood best friend Khalil at the hands of a police officer. Now, facing pressure from all sides of the community, Starr must find her voice and stand up for what's right.",Starr witnesses the fatal shooting,7.4,28869,23000000,29719483,34934009,350
tt5580390,La forma dell'acqua - The Shape of Water,The Shape of Water,2017,14/02/2018,"Adventure, Drama, Fantasy",123,"USA, Canada",English,American Sign Language,Russian,Guillermo del Toro,"Guillermo del Toro, Vanessa Taylor","Sally Hawkins, Michael Shannon, Richard Jenkins, Octavia Spencer, Michael Stuhlbarg, Doug Jones, David Hewlett, Nick Searcy, Stewart Arnott, Nigel Bennett, Lauren Lee Smith, Martin Roach, Allegra Fulton, John Kapelos, Morgan Kelly",Sally Hawkins,"Sally Hawkins, Michael Shannon","At a top secret research facility in the 1960s, a lonely janitor forms a unique relationship with an amphibious creature that is being held in captivity.",At a top secret research facility,7.3,357610,19400000,63859435,195333312,1607
tt5592248,L'inganno,The Beguiled,2017,21/09/2017,"Drama, Thriller",93,USA,English,French,,Sofia Coppola,"Sofia Coppola, Thomas Cullinan","Colin Farrell, Nicole Kidman, Kirsten Dunst, Elle Fanning, Oona Laurence, Angourie Rice, Addison Riecke, Emma Howard, Wayne Pére, Matt Story, Joel Albin",Colin Farrell,"Colin Farrell, Nicole Kidman",The unexpected arrival of a wounded Union soldier at a girls school in Virginia during the American Civil War leads to jealousy and betrayal.,The unexpected arrival of a wounded,6.3,50166,10500000,10709995,27869129,269
tt5595168,Kingsglaive: Final Fantasy XV,Kingsglaive: Final Fantasy XV,2016,09/07/2016,"Animation, Action, Adventure",110,"Japan, USA",English,Japanese,Chinese,Takeshi Nozue,Takashi Hasegawa,"Aaron Paul, Lena Headey, Sean Bean, Adrian Bouchet, Liam Mulvey, Alexa Kahn, Todd Haberkorn, John DeMita, David Gant, Darin De Paul, Trevor Devall, Neil Newbon, Ben Diskin, Max Mittelman, Will Bowden",Aaron Paul,"Aaron Paul, Lena Headey","King Regis, who oversees the land of Lucis, commands his army of soldiers to protect the kingdom from the Niflheim empire's plans to steal the sacred crystal which gives Lucis its magic and power.","King Regis, who oversees the land",6.8,19672,,269980,5725482,75
tt5606664,Doctor Sleep,Doctor Sleep,2019,31/10/2019,"Drama, Fantasy, Horror",152,"UK, USA",English,,,Mike Flanagan,"Mike Flanagan, Stephen King","Ewan McGregor, Rebecca Ferguson, Kyliegh Curran, Cliff Curtis, Zahn McClarnon, Emily Alyn Lind, Selena Anduze, Robert Longstreet, Carel Struycken, Katie Parker, James Flanagan, Met Clark, Zackary Momoh, Jocelin Donahue, Dakota Hickman",Ewan McGregor,"Ewan McGregor, Rebecca Ferguson",The wife of a university research scientist believes that her lakeside Vermont home is haunted by a ghost - or that she is losing her mind.,The wife of a university research,7.4,121789,45000000,31581712,72381712,1334
tt5607028,Hagane no renkinjutsushi,Hagane no renkinjutsushi,2017,01/12/2017,"Action, Adventure, Fantasy",135,Japan,Japanese,English,,Fumihiko Sori,"Hiromu Arakawa, Fumihiko Sori","Ryôsuke Yamada, Tsubasa Honda, Dean Fujioka, Ryûta Satô, Misako Renbutsu, Yô Ôizumi, Kenjirô Ishimaru, Yasuko Matsuyuki, Shinji Uchiyama, Kanata Hongô, Natsuna, Fumiyo Kohinata, Natsuki Harada, Jun Kunimura, Mark Allen Jr.",Ryôsuke Yamada,"Ryôsuke Yamada, Tsubasa Honda",Two alchemist brothers go on a quest for the Philosopher's Stone after an attempt to revive their dead mother goes horribly wrong.,Two alchemist brothers go on a,5.2,18413,,,8053641,119
tt5607096,"Juliet, Naked - Tutta un'altra musica","Juliet, Naked",2018,06/06/2019,"Comedy, Drama, Music",97,"USA, UK",English,,,Jesse Peretz,"Evgenia Peretz, Jim Taylor","Chris O'Dowd, Rose Byrne, Kitty O'Beirne, Alex Clatworthy, Lily Brazier, Ko Iwagami, Lily Newmark, Denise Gough, Phil Davis, Ethan Hawke, Azhy Robertson, Eleanor Matsuura, Daniel Shaw, Ayoola Smart, Enzo Cilenti",Chris O'Dowd,"Chris O'Dowd, Rose Byrne","Juliet, Naked is the story of Annie (the long-suffering girlfriend of Duncan) and her unlikely transatlantic romance with once revered, now faded, singer-songwriter, Tucker Crowe, who also happens to be the subject of Duncan's musical obsession.","Juliet, Naked is the story of",6.6,17597,,3444895,4511157,112
tt5607714,Corpo e anima,Teströl és lélekröl,2017,04/01/2018,"Drama, Fantasy, Mystery",116,Hungary,Hungarian,,,Ildikó Enyedi,Ildikó Enyedi,"Alexandra Borbély, Géza Morcsányi, Réka Tenki, Zoltán Schneider, Ervin Nagy, Itala Békés, Tamás Jordán, Éva Bata, Pál Mácsai, Zsuzsa Járó, Nóra Rainer-Micsinyei, Vivien Rujder, István Dankó, László Tóth, Júlia Nyakó",Alexandra Borbély,"Alexandra Borbély, Géza Morcsányi","When slaughterhouse workers Endre and Mária discover they share the same dreams, where they meet in a forest as deer and fall in love, they decide to make their dreams come true, but it's difficult in real life.",When slaughterhouse workers Endre,7.6,22862,,,2131259,62
tt5610554,Tully,Tully,2018,28/06/2018,"Comedy, Drama, Mystery",95,"USA, Canada",English,,,Jason Reitman,Diablo Cody,"Charlize Theron, Mackenzie Davis, Ron Livingston, Asher Miles Fallica, Lia Frankland, Mark Duplass, Elaine Tan, Gameela Wright, Tattiawna Jones, Stormy Ent, Maddie Dixon-Poirier, Bella Star Choy, Dominic Good, Joshua Pak, Emily Haine",Charlize Theron,"Charlize Theron, Mackenzie Davis",A struggling mother of three forms an unexpected bond with the night nanny hired to help with her newborn baby.,A struggling mother of three forms,7,50843,13000000,9369755,15636462,264
tt5613484,Mid90s,Mid90s,2018,26/10/2018,"Comedy, Drama",85,USA,English,,,Jonah Hill,Jonah Hill,"Sunny Suljic, Katherine Waterston, Lucas Hedges, Na-kel Smith, Olan Prenatt, Gio Galicia, Ryder McLaughlin, Alexa Demie, Fig Camila Abner, Liana Perlich, Ama Elsesser, Judah Estrella Borunda, Mecca Allen, Aramis Hudson, Sonny Greenback",Sunny Suljic,"Sunny Suljic, Katherine Waterston","Follows Stevie, a thirteen-year-old in 1990s-era Los Angeles who spends his summer navigating between his troubled home life and a group of new friends that he meets at a Motor Avenue skate shop.","Follows Stevie, a thirteen-year-old",7.4,44512,1700000,7362439,9303022,294
tt5619332,Life of the Party - Una mamma al college,Life of the Party,2018,11/05/2018,Comedy,105,USA,English,,,Ben Falcone,"Melissa McCarthy, Ben Falcone","Melissa McCarthy, Matt Walsh, Molly Gordon, Ben Falcone, Jacki Weaver, Stephen Root, Maya Rudolph, Steve Falcone, Michael D. McCarthy, Chris Cavalier, Gillian Jacobs, Adria Arjona, Jessie Ennis, Flynn Falcone, Julie Coile",Melissa McCarthy,"Melissa McCarthy, Matt Walsh","After her husband abruptly asks for a divorce, a middle-aged mother returns to college in order to complete her degree.",After her husband abruptly asks,5.6,32014,30000000,53059911,65859911,274
